,w1,w2,w3,w4,A,Y,Y.1,Y.0
5042,0,1,2,0,0,0,0,0
5043,0,1,2,1,0,0,1,0
5044,1,1,0,3,0,1,0,1
5045,0,0,3,3,0,0,0,0
5046,0,1,2,1,0,1,0,1
5047,1,0,3,2,1,1,1,1
5048,1,0,2,4,0,1,1,1
5049,0,1,3,5,1,1,1,1
5050,0,1,3,4,1,1,1,1
5051,0,1,3,0,0,1,0,1
5052,0,1,0,2,0,0,0,0
5053,0,1,1,1,0,1,1,1
5054,1,0,1,1,0,0,0,0
5055,1,0,2,3,0,1,0,1
5056,1,1,3,0,0,1,1,1
5057,0,1,1,1,0,1,0,1
5058,1,1,3,0,0,0,1,0
5059,0,0,4,2,0,1,1,1
5060,1,1,1,3,0,0,1,0
5061,0,1,3,3,0,1,0,1
5062,1,1,1,4,1,1,1,1
5063,1,1,1,4,1,1,1,1
5064,0,1,0,4,0,0,1,0
5065,0,1,1,1,0,0,1,0
5066,0,1,1,0,0,1,1,1
5067,1,1,3,1,0,0,1,0
5068,1,1,1,1,0,1,1,1
5069,0,1,0,4,0,1,1,1
5070,1,0,1,2,0,0,0,0
5071,0,1,2,0,0,1,1,1
5072,1,1,2,2,0,1,1,1
5073,1,0,1,2,0,0,1,0
5074,1,0,0,4,0,0,1,0
5075,1,0,2,1,0,0,1,0
5076,1,1,2,2,1,1,1,1
5077,0,1,2,2,0,0,0,0
5078,1,1,2,2,0,1,0,1
5079,0,1,0,3,1,1,1,0
5080,0,0,1,1,0,1,1,1
5081,1,1,2,2,0,0,1,0
5082,1,0,4,4,0,1,1,1
5083,1,0,1,3,0,1,0,1
5084,1,1,2,3,1,1,1,0
5085,1,0,4,0,0,0,1,0
5086,0,1,4,3,0,1,1,1
5087,1,0,2,4,0,1,1,1
5088,0,1,3,2,0,1,1,1
5089,1,1,3,3,0,1,1,1
5090,1,1,1,1,0,0,1,0
5091,0,1,1,4,0,1,1,1
5092,1,0,0,0,0,1,1,1
5093,1,1,2,3,0,0,1,0
5094,0,1,0,5,0,1,1,1
5095,0,1,1,4,1,1,1,1
5096,1,1,2,4,0,1,1,1
5097,0,1,1,3,0,1,1,1
5098,0,1,2,1,0,0,1,0
5099,1,1,1,3,0,1,0,1
5100,0,0,4,4,0,1,1,1
5101,1,1,3,2,0,0,1,0
5102,0,0,4,4,0,1,0,1
5103,0,0,3,3,0,1,1,1
5104,0,0,3,2,0,1,1,1
5105,1,1,3,1,0,1,1,1
5106,1,1,4,3,0,1,1,1
5107,0,1,3,3,0,1,1,1
5108,1,1,2,1,0,1,1,1
5109,0,0,2,1,0,1,1,1
5110,1,1,1,4,1,1,1,1
5111,1,1,3,4,1,1,1,1
5112,0,0,2,1,0,0,0,0
5113,1,1,2,2,0,0,1,0
5114,1,1,3,1,0,1,1,1
5115,0,0,3,1,0,1,1,1
5116,1,0,0,4,0,0,1,0
5117,0,0,3,1,0,1,0,1
5118,1,0,0,3,0,1,1,1
5119,0,0,3,4,0,1,1,1
5120,1,0,3,4,1,1,1,1
5121,1,1,4,3,0,1,1,1
5122,0,0,3,1,0,1,1,1
5123,1,0,4,3,0,1,1,1
5124,0,1,3,3,0,1,1,1
5125,0,1,3,1,0,1,1,1
5126,0,1,0,3,1,0,0,1
5127,0,1,0,2,0,1,1,1
5128,0,0,2,3,0,0,1,0
5129,1,1,1,1,0,0,1,0
5130,1,0,4,5,0,1,1,1
5131,1,1,3,4,1,1,1,0
5132,0,0,1,0,0,1,1,1
5133,1,1,2,5,1,1,1,1
5134,0,0,1,3,0,1,1,1
5135,1,0,1,4,0,0,1,0
5136,0,1,2,3,0,0,1,0
5137,0,0,3,2,0,0,0,0
5138,0,1,3,4,0,0,1,0
5139,1,1,2,0,0,0,0,0
5140,0,1,2,2,0,0,1,0
5141,1,1,0,0,0,0,0,0
5142,0,1,2,4,0,1,1,1
5143,0,1,2,3,0,1,1,1
5144,0,1,3,2,0,1,1,1
5145,0,1,3,4,1,1,1,1
5146,1,0,1,1,0,0,0,0
5147,0,1,1,3,0,1,1,1
5148,0,0,0,2,0,0,1,0
5149,0,1,2,3,0,1,0,1
5150,1,0,1,1,0,0,1,0
5151,1,1,0,3,0,1,0,1
5152,1,0,2,4,0,0,0,0
5153,0,0,0,4,0,1,1,1
5154,0,1,1,1,0,0,0,0
5155,1,1,3,1,0,1,1,1
5156,1,1,1,3,0,0,1,0
5157,0,1,3,2,0,1,1,1
5158,1,1,4,3,0,1,1,1
5159,0,0,3,1,0,0,1,0
5160,1,0,0,1,0,0,1,0
5161,1,1,2,4,0,1,1,1
5162,1,1,3,3,0,0,1,0
5163,0,0,1,0,0,0,1,0
5164,1,0,3,4,0,0,1,0
5165,0,1,1,4,1,1,1,0
5166,0,1,2,0,0,1,1,1
5167,0,1,1,4,0,1,1,1
5168,0,1,3,2,0,1,1,1
5169,1,1,1,3,0,1,1,1
5170,0,1,4,5,0,1,1,1
5171,0,1,1,4,1,1,1,1
5172,0,0,1,0,0,1,0,1
5173,0,1,0,1,0,0,1,0
5174,0,1,2,4,0,0,1,0
5175,1,0,4,1,0,1,1,1
5176,0,0,2,4,0,1,1,1
5177,1,1,4,4,1,1,1,0
5178,0,0,3,1,0,0,1,0
5179,0,1,0,3,0,0,0,0
5180,1,0,4,1,0,0,1,0
5181,1,0,2,2,0,0,1,0
5182,1,0,0,3,0,0,0,0
5183,1,0,3,4,0,0,1,0
5184,0,1,3,0,0,0,1,0
5185,0,0,3,4,0,0,1,0
5186,0,0,3,3,0,1,1,1
5187,1,1,3,2,0,0,1,0
5188,1,1,3,0,0,1,1,1
5189,1,1,2,4,1,0,0,1
5190,1,0,2,1,0,0,1,0
5191,0,0,2,2,0,0,1,0
5192,1,0,1,3,0,0,1,0
5193,1,1,3,3,0,0,1,0
5194,1,1,1,3,0,1,1,1
5195,1,1,4,1,0,0,1,0
5196,0,0,4,5,0,0,1,0
5197,1,1,3,3,1,1,1,1
5198,0,1,4,1,0,1,1,1
5199,0,1,1,2,0,1,1,1
5200,1,0,3,2,0,0,1,0
5201,0,1,4,4,0,1,1,1
5202,0,0,1,3,0,0,1,0
5203,1,1,0,3,0,1,1,1
5204,1,0,2,3,0,1,0,1
5205,1,0,3,2,0,1,1,1
5206,0,1,1,4,0,1,1,1
5207,1,0,1,4,1,1,1,0
5208,0,1,1,0,0,1,1,1
5209,0,1,3,2,0,1,1,1
5210,1,1,1,0,0,1,0,1
5211,0,1,3,4,0,1,1,1
5212,0,0,3,1,0,0,1,0
5213,1,1,2,5,1,1,1,1
5214,0,0,0,1,0,0,0,0
5215,1,1,2,1,1,1,1,0
5216,1,1,1,5,1,1,1,1
5217,1,1,0,2,0,0,1,0
5218,1,1,2,1,0,0,1,0
5219,0,1,3,3,1,1,1,1
5220,1,1,3,4,1,1,1,1
5221,0,0,1,1,0,0,1,0
5222,0,0,1,5,0,0,1,0
5223,0,1,1,2,0,0,1,0
5224,1,1,2,3,0,0,1,0
5225,0,1,3,3,0,1,1,1
5226,0,1,3,4,1,0,0,1
5227,0,1,2,4,1,1,1,1
5228,0,1,2,4,0,1,1,1
5229,0,0,2,1,0,0,1,0
5230,0,1,4,5,1,1,1,1
5231,1,1,2,2,0,1,1,1
5232,1,1,0,3,1,0,0,1
5233,1,1,4,4,1,1,1,1
5234,1,1,1,0,0,0,1,0
5235,0,1,0,5,0,1,1,1
5236,0,1,1,3,0,1,1,1
5237,0,0,2,1,0,0,1,0
5238,1,1,4,0,1,1,1,0
5239,1,1,2,1,0,0,1,0
5240,1,1,2,3,0,1,1,1
5241,1,0,4,4,1,1,1,1
5242,0,0,3,1,0,0,1,0
5243,0,0,2,1,0,0,1,0
5244,0,1,1,5,0,0,1,0
5245,0,1,2,2,0,1,1,1
5246,0,1,2,2,1,1,1,1
5247,1,1,4,2,1,1,1,1
5248,1,0,0,3,0,1,1,1
5249,1,1,2,3,0,0,1,0
5250,0,1,1,1,0,1,0,1
5251,0,1,1,4,0,1,1,1
5252,0,1,0,4,0,1,1,1
5253,1,1,2,2,0,1,1,1
5254,0,1,2,3,1,1,1,1
5255,1,1,3,3,1,1,1,1
5256,0,0,2,3,0,1,1,1
5257,0,1,1,4,0,1,1,1
5258,0,0,3,1,0,1,1,1
5259,0,0,2,3,0,0,0,0
5260,1,1,3,4,0,0,1,0
5261,1,1,4,2,1,1,1,1
5262,1,0,0,1,0,0,0,0
5263,1,0,1,2,0,0,0,0
5264,0,1,0,2,0,0,0,0
5265,0,1,2,2,0,0,1,0
5266,0,1,3,3,1,1,1,1
5267,1,1,2,1,0,1,1,1
5268,1,0,1,3,0,1,0,1
5269,1,0,2,4,1,1,1,1
5270,0,1,2,1,0,1,1,1
5271,1,1,1,0,0,0,0,0
5272,0,1,3,3,0,1,1,1
5273,1,0,1,2,0,0,1,0
5274,0,1,2,3,0,1,1,1
5275,0,1,2,2,0,1,1,1
5276,0,1,2,1,0,1,0,1
5277,1,0,1,3,0,1,1,1
5278,0,1,3,4,1,1,1,0
5279,0,1,1,1,0,1,1,1
5280,1,0,4,5,0,1,0,1
5281,0,0,2,1,0,1,0,1
5282,1,1,0,0,0,1,1,1
5283,0,0,4,3,0,0,1,0
5284,0,1,2,5,1,1,1,1
5285,1,1,1,2,0,0,0,0
5286,1,1,3,5,1,1,1,1
5287,0,1,1,1,1,0,0,1
5288,0,0,2,2,0,1,0,1
5289,1,1,1,1,0,1,1,1
5290,1,1,2,2,1,0,0,0
5291,1,1,2,4,0,1,1,1
5292,0,1,3,2,1,1,1,1
5293,1,1,4,1,0,1,1,1
5294,1,1,2,0,0,0,1,0
5295,0,0,2,2,0,1,0,1
5296,1,1,1,3,0,1,1,1
5297,1,1,3,4,1,1,1,0
5298,0,0,1,1,0,0,0,0
5299,0,1,4,1,0,1,1,1
5300,1,1,4,5,1,1,1,1
5301,1,1,0,1,0,0,1,0
5302,1,0,3,5,0,0,0,0
5303,0,1,1,5,1,1,1,1
5304,0,1,3,1,0,1,1,1
5305,0,0,3,3,0,1,0,1
5306,1,1,2,4,0,1,1,1
5307,0,0,1,1,0,0,1,0
5308,0,0,1,2,0,0,0,0
5309,1,1,3,5,0,1,1,1
5310,1,0,3,3,1,1,1,1
5311,0,1,2,2,0,0,1,0
5312,0,1,1,3,1,0,0,1
5313,1,1,1,4,0,0,0,0
5314,1,1,1,1,0,1,0,1
5315,0,1,3,1,0,1,1,1
5316,0,1,3,5,1,1,1,1
5317,0,1,3,3,0,0,1,0
5318,0,1,4,4,0,1,1,1
5319,1,1,1,3,0,1,1,1
5320,0,1,2,2,1,1,1,1
5321,0,1,0,3,0,1,0,1
5322,1,1,0,3,0,1,1,1
5323,1,1,3,1,0,0,1,0
5324,1,0,2,2,0,1,1,1
5325,1,1,2,3,0,0,1,0
5326,0,1,2,1,0,1,1,1
5327,0,1,1,0,0,0,1,0
5328,1,0,1,2,0,1,1,1
5329,0,1,3,5,0,1,1,1
5330,1,1,2,2,0,1,1,1
5331,0,1,2,4,0,0,1,0
5332,0,0,4,3,0,1,0,1
5333,0,1,0,3,1,1,1,0
5334,0,1,4,4,0,1,1,1
5335,1,1,3,1,0,0,1,0
5336,1,0,3,1,0,0,0,0
5337,0,0,0,3,0,0,1,0
5338,1,0,2,1,0,1,0,1
5339,0,1,3,4,0,0,1,0
5340,1,0,2,1,0,0,1,0
5341,1,1,1,4,1,1,1,1
5342,1,0,1,0,0,0,1,0
5343,0,1,2,4,0,0,1,0
5344,1,1,1,0,0,1,1,1
5345,1,0,4,2,0,1,0,1
5346,1,1,0,1,0,0,1,0
5347,1,1,2,1,0,1,1,1
5348,0,1,1,2,0,1,1,1
5349,0,1,0,3,0,1,1,1
5350,0,0,2,5,0,1,1,1
5351,0,0,2,1,0,1,1,1
5352,0,0,1,1,0,0,1,0
5353,1,0,1,1,0,1,1,1
5354,0,1,4,3,1,1,1,0
5355,1,0,2,4,0,0,1,0
5356,1,1,4,4,1,1,1,1
5357,1,0,4,2,0,1,1,1
5358,0,1,0,1,0,1,1,1
5359,0,1,0,5,0,1,1,1
5360,1,1,2,0,0,1,1,1
5361,0,1,3,2,0,1,1,1
5362,0,0,3,2,0,0,1,0
5363,0,1,1,3,0,0,1,0
5364,0,1,1,4,0,1,1,1
5365,1,1,1,4,0,1,1,1
5366,1,0,0,3,0,1,1,1
5367,0,1,3,5,0,1,1,1
5368,0,1,1,2,1,1,1,1
5369,0,1,4,2,0,0,1,0
5370,0,1,2,3,0,1,1,1
5371,0,1,0,0,0,0,0,0
5372,0,1,3,2,0,1,1,1
5373,0,0,2,5,0,0,1,0
5374,0,1,3,5,1,1,1,1
5375,1,1,2,3,0,1,0,1
5376,0,1,1,2,0,0,1,0
5377,0,1,3,4,1,1,1,1
5378,0,1,1,5,1,1,1,1
5379,0,1,1,2,0,1,1,1
5380,1,0,2,0,0,1,0,1
5381,1,1,2,3,0,0,1,0
5382,0,1,3,2,0,0,1,0
5383,1,1,3,2,0,1,1,1
5384,1,1,3,3,1,1,1,0
5385,1,1,2,1,0,1,1,1
5386,0,1,1,2,0,1,1,1
5387,0,1,0,4,0,0,1,0
5388,0,0,2,4,0,0,1,0
5389,0,0,1,3,0,1,1,1
5390,0,1,2,5,0,1,1,1
5391,1,1,1,1,0,1,0,1
5392,0,1,3,5,1,1,1,1
5393,1,1,1,0,0,0,1,0
5394,1,1,3,2,0,1,1,1
5395,0,1,1,2,0,1,1,1
5396,0,1,1,4,0,1,1,1
5397,1,1,2,1,0,1,1,1
5398,1,0,2,4,0,1,1,1
5399,1,0,1,4,0,0,1,0
5400,1,0,1,3,0,0,0,0
5401,0,0,3,1,0,0,1,0
5402,0,1,1,2,0,1,1,1
5403,1,0,0,4,0,0,0,0
5404,1,0,4,5,0,0,1,0
5405,1,1,2,2,0,0,0,0
5406,0,1,3,2,0,0,1,0
5407,0,1,1,3,0,0,1,0
5408,0,0,2,0,0,0,0,0
5409,0,1,4,1,0,1,1,1
5410,1,0,0,2,0,0,1,0
5411,1,0,2,1,0,0,1,0
5412,1,1,3,4,0,1,1,1
5413,1,0,3,1,0,1,1,1
5414,0,0,1,2,0,1,0,1
5415,0,1,1,4,1,1,1,1
5416,0,1,4,3,0,1,1,1
5417,0,0,2,4,0,1,1,1
5418,0,1,2,2,0,1,1,1
5419,1,1,1,2,0,1,1,1
5420,1,0,3,3,0,1,1,1
5421,1,1,1,3,0,0,1,0
5422,0,1,1,5,1,1,1,1
5423,0,1,3,2,0,1,1,1
5424,0,0,1,4,0,1,1,1
5425,1,1,2,1,0,0,1,0
5426,0,0,4,4,1,1,1,0
5427,0,0,3,1,0,0,0,0
5428,0,1,4,4,1,1,1,1
5429,0,1,1,5,1,1,1,1
5430,0,0,3,4,0,0,1,0
5431,1,1,2,1,0,0,1,0
5432,1,1,1,4,0,1,1,1
5433,0,1,3,4,0,1,1,1
5434,1,0,0,3,0,0,1,0
5435,1,0,0,2,0,0,1,0
5436,0,1,0,3,0,1,1,1
5437,0,0,3,2,0,1,0,1
5438,1,1,2,2,0,1,1,1
5439,1,1,4,3,0,1,1,1
5440,0,1,3,3,0,1,1,1
5441,1,1,1,4,0,1,1,1
5442,1,1,3,4,1,1,1,1
5443,0,1,0,5,1,1,1,1
5444,0,1,2,0,0,1,0,1
5445,1,0,1,5,0,1,1,1
5446,1,1,0,3,0,1,1,1
5447,1,1,1,0,0,0,0,0
5448,1,1,4,5,1,1,1,1
5449,0,1,3,2,0,0,1,0
5450,0,1,4,4,1,1,1,0
5451,0,1,3,4,0,0,1,0
5452,1,0,1,0,0,1,1,1
5453,1,1,2,0,0,0,0,0
5454,1,0,0,2,0,1,0,1
5455,1,1,0,3,0,1,1,1
5456,0,1,3,2,0,1,0,1
5457,0,0,4,2,0,0,1,0
5458,0,1,3,4,0,1,1,1
5459,0,1,4,5,1,1,1,1
5460,0,0,1,2,0,0,1,0
5461,1,1,2,2,0,0,1,0
5462,0,0,2,4,0,1,1,1
5463,1,1,1,3,0,0,0,0
5464,1,0,3,4,0,1,1,1
5465,1,1,1,2,0,0,0,0
5466,1,1,2,2,0,1,0,1
5467,1,1,3,0,0,1,1,1
5468,1,1,2,2,0,1,1,1
5469,0,1,0,5,0,0,1,0
5470,0,1,3,1,0,0,1,0
5471,0,1,2,5,0,1,1,1
5472,1,1,3,4,0,1,0,1
5473,1,1,2,2,0,0,1,0
5474,0,1,4,2,0,1,1,1
5475,0,0,3,4,0,1,1,1
5476,1,0,1,3,1,1,1,0
5477,0,0,1,1,0,0,0,0
5478,0,1,3,2,0,0,1,0
5479,1,1,0,4,0,0,1,0
5480,0,0,3,3,0,1,1,1
5481,1,1,2,0,0,0,1,0
5482,0,1,2,5,0,1,1,1
5483,0,1,1,0,0,0,0,0
5484,0,1,0,2,0,1,1,1
5485,0,0,3,1,0,1,1,1
5486,0,1,3,2,0,1,1,1
5487,1,1,0,1,0,0,1,0
5488,0,0,1,3,0,1,1,1
5489,1,0,1,3,0,0,1,0
5490,0,1,4,4,1,1,1,1
5491,1,1,4,4,1,1,1,0
5492,0,0,3,1,0,1,1,1
5493,1,1,2,1,0,1,1,1
5494,0,1,2,5,0,1,1,1
5495,1,0,4,1,0,0,1,0
5496,0,0,0,2,0,1,1,1
5497,1,0,0,2,0,0,0,0
5498,1,1,2,3,0,0,1,0
5499,1,1,4,4,0,1,1,1
5500,0,1,1,5,1,1,1,0
5501,1,1,2,0,0,1,1,1
5502,0,1,0,2,0,0,0,0
5503,0,1,3,1,0,0,0,0
5504,1,0,2,1,0,1,0,1
5505,1,1,4,3,0,1,1,1
5506,1,0,3,0,0,1,0,1
5507,0,1,3,1,0,0,1,0
5508,1,1,2,3,0,1,1,1
5509,0,0,2,0,0,0,1,0
5510,1,1,1,4,0,0,1,0
5511,1,1,2,3,0,0,1,0
5512,0,0,1,1,0,1,1,1
5513,1,1,0,1,0,1,0,1
5514,1,1,3,2,0,0,1,0
5515,1,0,1,3,0,1,1,1
5516,1,0,1,2,0,0,1,0
5517,0,0,1,3,0,0,1,0
5518,0,0,3,1,0,0,0,0
5519,1,0,2,1,0,0,1,0
5520,0,1,3,3,0,1,1,1
5521,0,0,1,4,0,0,1,0
5522,0,1,4,1,0,0,1,0
5523,0,1,1,1,0,1,1,1
5524,1,1,2,0,0,0,1,0
5525,0,1,1,3,0,1,1,1
5526,1,1,1,2,0,1,1,1
5527,1,1,3,1,0,0,1,0
5528,0,0,2,2,0,0,1,0
5529,0,0,3,0,0,0,1,0
5530,0,1,2,2,0,0,1,0
5531,1,1,1,0,0,0,1,0
5532,0,0,1,4,0,0,1,0
5533,0,0,2,2,0,0,1,0
5534,1,1,1,2,0,1,1,1
5535,1,1,3,0,0,1,1,1
5536,0,1,0,1,0,0,0,0
5537,1,0,0,0,0,0,0,0
5538,0,1,4,3,0,0,0,0
5539,1,1,2,0,0,1,1,1
5540,1,1,0,3,0,1,1,1
5541,0,1,1,4,1,1,1,1
5542,1,0,0,4,0,1,1,1
5543,1,1,0,5,1,1,1,1
5544,0,0,1,4,0,0,1,0
5545,0,0,2,2,0,1,1,1
5546,0,1,1,4,0,0,1,0
5547,0,0,1,4,1,1,1,1
5548,0,1,1,3,0,1,1,1
5549,0,0,4,3,0,0,1,0
5550,1,1,0,2,0,0,0,0
5551,0,1,2,4,0,1,1,1
5552,1,1,4,3,0,1,1,1
5553,0,0,1,2,0,0,1,0
5554,0,0,1,4,0,0,1,0
5555,0,1,1,1,0,1,1,1
5556,1,1,3,1,0,0,1,0
5557,1,1,1,2,0,0,1,0
5558,1,1,2,1,0,0,1,0
5559,0,1,4,1,0,0,1,0
5560,1,1,1,2,0,1,1,1
5561,1,1,2,2,0,0,0,0
5562,0,1,1,1,0,1,1,1
5563,0,1,0,5,0,1,1,1
5564,1,1,2,2,0,1,1,1
5565,0,0,1,1,0,1,1,1
5566,1,0,3,2,0,1,0,1
5567,1,0,4,3,0,1,1,1
5568,1,0,3,2,0,0,0,0
5569,1,0,4,0,0,0,0,0
5570,0,1,3,3,1,1,1,1
5571,0,1,0,2,0,1,1,1
5572,1,0,2,1,0,0,1,0
5573,1,1,0,3,0,1,0,1
5574,1,0,2,5,0,0,1,0
5575,0,0,3,1,0,0,1,0
5576,0,1,1,2,0,0,1,0
5577,0,1,3,4,0,0,1,0
5578,0,1,3,1,0,1,1,1
5579,1,1,2,1,0,1,0,1
5580,1,0,4,4,1,1,1,1
5581,0,0,2,2,0,0,1,0
5582,0,1,2,0,0,0,1,0
5583,0,0,2,5,1,1,1,0
5584,0,1,0,1,0,1,1,1
5585,0,1,0,0,0,1,1,1
5586,0,0,3,3,1,0,0,1
5587,0,1,1,4,0,1,0,1
5588,1,1,0,0,0,1,0,1
5589,1,1,0,1,1,1,1,1
5590,1,0,3,3,0,0,0,0
5591,0,1,2,1,0,1,1,1
5592,0,1,4,0,0,1,1,1
5593,1,0,2,3,0,0,1,0
5594,1,0,2,2,0,0,1,0
5595,0,0,1,1,0,0,0,0
5596,1,1,1,0,0,0,1,0
5597,1,1,4,3,0,0,1,0
5598,1,1,0,4,0,1,1,1
5599,1,1,2,1,0,1,0,1
5600,0,1,1,2,0,1,1,1
5601,1,1,4,3,1,1,1,1
5602,1,1,3,4,1,0,0,1
5603,1,0,2,4,0,1,1,1
5604,1,1,2,5,1,0,0,1
5605,1,0,1,3,0,0,1,0
5606,1,1,4,0,1,1,1,0
5607,1,1,4,3,0,1,1,1
5608,1,1,3,4,0,1,1,1
5609,0,1,3,3,0,1,1,1
5610,0,0,1,0,0,0,0,0
5611,1,0,1,4,0,0,1,0
5612,0,1,3,4,0,1,1,1
5613,0,0,4,4,1,1,1,1
5614,1,1,3,5,0,1,1,1
5615,1,1,0,2,0,0,0,0
5616,1,1,3,5,0,1,1,1
5617,0,1,3,1,0,1,0,1
5618,0,0,1,0,0,0,1,0
5619,1,1,0,1,0,0,1,0
5620,1,1,1,3,0,0,1,0
5621,1,0,1,3,0,1,1,1
5622,0,0,0,3,0,0,0,0
5623,0,0,3,4,1,1,1,1
5624,1,0,4,1,0,1,1,1
5625,1,1,4,0,0,1,1,1
5626,0,1,3,2,0,0,1,0
5627,0,1,2,2,0,1,1,1
5628,1,1,1,5,1,1,1,1
5629,0,0,4,5,1,1,1,1
5630,1,1,3,2,1,1,1,0
5631,1,1,1,4,0,1,1,1
5632,1,0,1,1,0,0,1,0
5633,1,1,3,3,0,1,1,1
5634,0,1,4,1,0,0,0,0
5635,0,1,2,3,0,1,1,1
5636,0,1,4,1,0,1,1,1
5637,0,1,2,1,0,1,1,1
5638,1,1,2,5,0,1,1,1
5639,0,0,2,2,0,0,0,0
5640,0,0,0,4,0,1,0,1
5641,0,1,2,4,0,1,1,1
5642,0,1,1,1,0,0,1,0
5643,1,1,1,2,0,1,0,1
5644,0,1,0,4,1,1,1,0
5645,0,1,1,4,0,0,1,0
5646,1,0,0,5,0,0,1,0
5647,0,1,3,0,0,1,1,1
5648,0,0,4,2,0,0,1,0
5649,0,0,2,1,0,0,0,0
5650,0,0,2,4,0,1,1,1
5651,0,0,3,4,0,1,1,1
5652,1,1,3,1,0,0,1,0
5653,1,1,4,1,0,1,1,1
5654,1,1,3,4,0,1,1,1
5655,1,1,2,0,0,0,1,0
5656,1,1,2,3,0,1,0,1
5657,0,1,4,2,1,1,1,0
5658,1,0,3,2,0,1,1,1
5659,1,0,2,1,0,0,1,0
5660,0,1,2,1,0,0,1,0
5661,1,1,1,3,0,1,1,1
5662,1,0,2,3,1,1,1,1
5663,1,1,1,2,0,1,1,1
5664,1,1,3,1,0,1,1,1
5665,1,1,3,4,0,1,1,1
5666,0,0,0,0,0,0,1,0
5667,0,1,1,2,1,1,1,0
5668,1,0,2,2,0,0,1,0
5669,0,0,1,2,0,0,0,0
5670,1,1,1,4,1,1,1,0
5671,1,1,3,5,1,1,1,1
5672,0,1,3,3,0,1,1,1
5673,0,0,1,2,0,1,1,1
5674,0,1,0,2,0,1,1,1
5675,1,0,4,1,0,0,1,0
5676,0,0,2,2,0,0,1,0
5677,0,1,2,0,0,1,1,1
5678,1,1,1,1,0,0,1,0
5679,0,0,1,1,0,0,0,0
5680,1,1,3,0,0,1,1,1
5681,1,1,2,3,0,0,1,0
5682,0,1,2,4,1,1,1,0
5683,0,1,3,4,1,1,1,1
5684,0,0,3,1,0,1,1,1
5685,0,1,2,5,1,1,1,1
5686,0,1,3,4,0,0,1,0
5687,1,1,3,4,0,1,1,1
5688,0,1,2,4,0,0,1,0
5689,1,1,1,1,0,1,1,1
5690,0,0,1,3,0,1,0,1
5691,0,0,3,1,0,1,1,1
5692,0,1,0,3,0,1,1,1
5693,1,1,3,2,0,1,1,1
5694,0,1,2,4,1,1,1,1
5695,0,0,1,4,0,1,1,1
5696,0,0,2,2,0,1,1,1
5697,0,1,2,4,0,1,1,1
5698,1,1,1,3,0,1,1,1
5699,1,1,0,1,0,0,0,0
5700,1,1,3,1,0,1,1,1
5701,1,1,3,2,0,0,1,0
5702,1,1,3,2,0,0,1,0
5703,1,0,4,1,0,1,0,1
5704,1,1,1,4,0,0,1,0
5705,1,0,1,2,0,1,0,1
5706,0,1,3,2,1,1,1,1
5707,0,1,1,4,0,0,1,0
5708,1,0,2,4,1,1,1,1
5709,0,1,0,2,0,0,0,0
5710,0,1,3,4,1,1,1,1
5711,0,1,1,3,0,1,0,1
5712,0,1,3,3,0,1,1,1
5713,1,0,0,3,0,0,1,0
5714,1,1,0,4,0,0,1,0
5715,0,0,0,2,0,0,1,0
5716,0,1,4,2,0,1,1,1
5717,0,1,0,5,0,0,1,0
5718,0,1,1,2,0,1,1,1
5719,1,1,1,0,0,0,0,0
5720,0,0,2,1,0,1,1,1
5721,0,0,2,1,0,0,1,0
5722,1,0,2,1,0,0,0,0
5723,0,0,2,3,1,0,0,1
5724,1,1,1,1,0,0,1,0
5725,1,0,2,2,0,1,1,1
5726,0,0,3,1,0,0,1,0
5727,0,1,2,3,0,1,1,1
5728,1,1,2,3,0,1,1,1
5729,1,1,2,0,0,1,0,1
5730,0,1,3,2,1,1,1,1
5731,1,1,0,1,0,1,1,1
5732,1,1,2,2,0,0,1,0
5733,0,1,1,1,0,0,1,0
5734,0,0,2,2,0,0,1,0
5735,0,1,3,0,0,0,0,0
5736,0,1,1,2,0,1,1,1
5737,0,1,0,2,0,1,1,1
5738,1,1,2,4,1,1,1,1
5739,1,0,1,5,0,0,0,0
5740,1,1,1,2,0,0,1,0
5741,0,0,3,2,0,1,0,1
5742,1,0,1,1,0,0,1,0
5743,1,1,3,2,0,1,0,1
5744,0,1,1,1,0,0,0,0
5745,0,0,2,3,0,0,1,0
5746,1,1,2,3,0,1,1,1
5747,1,1,1,1,0,0,0,0
5748,1,0,2,3,0,0,0,0
5749,1,0,3,2,0,1,0,1
5750,1,1,0,3,0,0,0,0
5751,1,0,2,5,0,1,1,1
5752,1,1,1,3,0,0,1,0
5753,1,0,2,1,0,0,1,0
5754,1,0,2,4,0,1,1,1
5755,1,1,3,1,0,1,1,1
5756,1,1,3,3,0,0,0,0
5757,0,1,3,4,1,1,1,1
5758,1,1,2,3,0,1,1,1
5759,0,1,3,4,0,1,1,1
5760,0,0,1,4,0,1,0,1
5761,1,0,0,4,0,1,1,1
5762,1,0,1,2,0,1,0,1
5763,1,0,0,2,0,1,1,1
5764,1,1,0,5,1,1,1,1
5765,1,1,0,5,1,0,0,1
5766,1,0,0,3,0,0,1,0
5767,1,1,1,0,0,1,1,1
5768,1,0,3,2,0,0,1,0
5769,1,1,2,4,1,1,1,0
5770,1,0,2,2,0,1,0,1
5771,1,1,1,1,0,0,1,0
5772,0,0,2,1,0,1,1,1
5773,1,0,2,3,0,1,0,1
5774,0,1,1,3,0,0,1,0
5775,0,1,0,4,0,0,1,0
5776,1,0,3,3,0,1,1,1
